AGRI,SCOPUS_ID:85049217501,2-s2.0-85049217501,Omega-3 fatty acids and meloxicam supplementation and the incidence and histopathological changes associated with femoral head syndrome in broilers,Animal Production Science,2019-01-01T00:00:00.000Z,10.1071/AN17713,1,Thailand,2019
AGRI,SCOPUS_ID:85065399729,2-s2.0-85065399729,Prevalence of tool behaviour is associated with pelage phenotype in intraspecific hybrid long-tailed macaques (Macaca fascicularis aurea × M. f. fascicularis),Behaviour,2019-01-01T00:00:00.000Z,10.1163/1568539X-00003557,9,United Kingdom,2019
AGRI,SCOPUS_ID:85065407091,2-s2.0-85065407091,Occurrence of seasonal water replacement in mangrove soil and the trunk growth response of Avicennia alba related to salinity changes in a tropical monsoon climate,Ecological Research,2019-05-01T00:00:00.000Z,10.1111/1440-1703.12005,13,Japan,2019
AGRI,SCOPUS_ID:85065407091,2-s2.0-85065407091,Occurrence of seasonal water replacement in mangrove soil and the trunk growth response of Avicennia alba related to salinity changes in a tropical monsoon climate,Ecological Research,2019-05-01T00:00:00.000Z,10.1111/1440-1703.12005,13,Thailand,2019
AGRI,SCOPUS_ID:85065490610,2-s2.0-85065490610,Effect of biochar on Chinese kale and carbon storage in an agricultural area on a high rise building,AIMS Agriculture and Food,2019-01-01T00:00:00.000Z,10.3934/AGRFOOD.2019.1.177,5,Thailand,2019
AGRI,SCOPUS_ID:85065510119,2-s2.0-85065510119,Shortwave near-infrared spectroscopy for rapid detection of aflatoxin B1 contamination in polished rice,Journal of Food Protection,2019-01-01T00:00:00.000Z,10.4315/0362-028X.JFP-18-318,10,Thailand,2019
AGRI,SCOPUS_ID:85065529586,2-s2.0-85065529586,"First host record and morphological notes on the rare Chilean wasp Vervoortihelcon scaramozzinoi van Achterberg (Hymenoptera, Braconidae, Helconinae,Vervoortihelconini)",Journal of Hymenoptera Research,2019-01-01T00:00:00.000Z,10.3897/jhr.68.32954,0,New Zealand,2019
AGRI,SCOPUS_ID:85065529586,2-s2.0-85065529586,"First host record and morphological notes on the rare Chilean wasp Vervoortihelcon scaramozzinoi van Achterberg (Hymenoptera, Braconidae, Helconinae,Vervoortihelconini)",Journal of Hymenoptera Research,2019-01-01T00:00:00.000Z,10.3897/jhr.68.32954,0,Thailand,2019
AGRI,SCOPUS_ID:85065540806,2-s2.0-85065540806,"Epizootic of multi-centric, squamous cell carcinomas in populations of Indo-Pacific humpbacked dolphins Sousa chinensis in Thai waters",Diseases of Aquatic Organisms,2019-01-01T00:00:00.000Z,10.3354/dao03346,1,Thailand,2019
AGRI,SCOPUS_ID:85065571028,2-s2.0-85065571028,A taxonomic revision of Globba subsect. Nudae (Zingiberaceae),European Journal of Taxonomy,2019-03-05T00:00:00.000Z,10.5852/ejt.2019.503,9,Thailand,2019
AGRI,SCOPUS_ID:85065571028,2-s2.0-85065571028,A taxonomic revision of Globba subsect. Nudae (Zingiberaceae),European Journal of Taxonomy,2019-03-05T00:00:00.000Z,10.5852/ejt.2019.503,9,United Kingdom,2019
AGRI,SCOPUS_ID:85065626297,2-s2.0-85065626297,Autochthonous microbes and their key properties in browning reduction during soy sauce fermentation,LWT,2019-08-01T00:00:00.000Z,10.1016/j.lwt.2019.05.042,8,Thailand,2019
AGRI,SCOPUS_ID:85065734217,2-s2.0-85065734217,"Asexual propagation of the soft corals Sinularia sp., Cladiella sp. and Sarcophyton sp. (Octocorallia: Alcyonacea) using different methods of attachment in a recirculating seawater system",Aquaculture Research,2019-08-01T00:00:00.000Z,10.1111/are.14067,4,Thailand,2019
AGRI,SCOPUS_ID:85065957693,2-s2.0-85065957693,Prebiotic effects of oligosaccharides extracted from palm kernel expeller on different levels of Salmonella typhimurium infection in chicks,South African Journal of Animal Science,2019-01-01T00:00:00.000Z,10.4314/sajas.v49i2.4,2,Iran,2019
AGRI,SCOPUS_ID:85065957693,2-s2.0-85065957693,Prebiotic effects of oligosaccharides extracted from palm kernel expeller on different levels of Salmonella typhimurium infection in chicks,South African Journal of Animal Science,2019-01-01T00:00:00.000Z,10.4314/sajas.v49i2.4,2,Malaysia,2019
AGRI,SCOPUS_ID:85065957693,2-s2.0-85065957693,Prebiotic effects of oligosaccharides extracted from palm kernel expeller on different levels of Salmonella typhimurium infection in chicks,South African Journal of Animal Science,2019-01-01T00:00:00.000Z,10.4314/sajas.v49i2.4,2,Thailand,2019
AGRI,SCOPUS_ID:85066020607,2-s2.0-85066020607,Enhanced dark fermentative H2 production by agar-immobilized cyanobacterium Aphanothece halophytica,Journal of Applied Phycology,2019-10-01T00:00:00.000Z,10.1007/s10811-019-01822-9,8,Thailand,2019
AGRI,SCOPUS_ID:85066021448,2-s2.0-85066021448,"Comparison of genital contact behaviors among Macaca assamensis pelops in Nepal, M. a. assamensis in Thailand, and M. thibetana in China",Journal of Ethology,2019-09-13T00:00:00.000Z,10.1007/s10164-019-00595-5,0,China,2019
AGRI,SCOPUS_ID:85066021448,2-s2.0-85066021448,"Comparison of genital contact behaviors among Macaca assamensis pelops in Nepal, M. a. assamensis in Thailand, and M. thibetana in China",Journal of Ethology,2019-09-13T00:00:00.000Z,10.1007/s10164-019-00595-5,0,Japan,2019
AGRI,SCOPUS_ID:85066021448,2-s2.0-85066021448,"Comparison of genital contact behaviors among Macaca assamensis pelops in Nepal, M. a. assamensis in Thailand, and M. thibetana in China",Journal of Ethology,2019-09-13T00:00:00.000Z,10.1007/s10164-019-00595-5,0,Nepal,2019
AGRI,SCOPUS_ID:85066021448,2-s2.0-85066021448,"Comparison of genital contact behaviors among Macaca assamensis pelops in Nepal, M. a. assamensis in Thailand, and M. thibetana in China",Journal of Ethology,2019-09-13T00:00:00.000Z,10.1007/s10164-019-00595-5,0,Thailand,2019
AGRI,SCOPUS_ID:85066073093,2-s2.0-85066073093,Reduction of enzymatic browning of fresh-cut guava fruit by exogenous hydrogen peroxide-activated peroxiredoxin/thioredoxin system,Scientia Horticulturae,2019-09-20T00:00:00.000Z,10.1016/j.scienta.2019.05.042,22,Thailand,2019
AGRI,SCOPUS_ID:85066095262,2-s2.0-85066095262,Production of acute hepatopancreatic necrosis disease toxin is affected by addition of cell-free supernatant prepared from AI-2-producing Vibrio harveyi mutant,Journal of the World Aquaculture Society,2019-01-01T00:00:00.000Z,10.1111/jwas.12618,4,Thailand,2019
AGRI,SCOPUS_ID:85066124418,2-s2.0-85066124418,"A review of the role of green tea (camellia sinensis) in antiphotoaging, stress resistance, neuroprotection, and autophagy",Nutrients,2019-02-01T00:00:00.000Z,10.3390/nu11020474,193,Thailand,2019
AGRI,SCOPUS_ID:85066267842,2-s2.0-85066267842,Lipid-lowering effect of Phyllanthus embilica and Alpinia galanga extracts on HepG2 cell line,PharmaNutrition,2019-09-01T00:00:00.000Z,10.1016/j.phanu.2019.100153,5,Thailand,2019
AGRI,SCOPUS_ID:85066432223,2-s2.0-85066432223,Genetic characterization of reticuloendotheliosis virus in chickens in Thailand,Poultry Science,2019-06-01T00:00:00.000Z,10.3382/ps/pez025,7,Thailand,2019
AGRI,SCOPUS_ID:85066437950,2-s2.0-85066437950,"Prototheca paracutis sp. nov., a novel oleaginous achlorophyllous microalga isolated from a mangrove forest",Mycoscience,2019-05-01T00:00:00.000Z,10.1016/j.myc.2019.02.003,8,Japan,2019
AGRI,SCOPUS_ID:85066437950,2-s2.0-85066437950,"Prototheca paracutis sp. nov., a novel oleaginous achlorophyllous microalga isolated from a mangrove forest",Mycoscience,2019-05-01T00:00:00.000Z,10.1016/j.myc.2019.02.003,8,Thailand,2019
AGRI,SCOPUS_ID:85066447466,2-s2.0-85066447466,"A new species of the millipede genus cryptocorypha attems, 1907, from northern Thailand (Polydesmida, pyrgodesmidae)",ZooKeys,2019-01-01T00:00:00.000Z,10.3897/zookeys.833.32413,6,Russian Federation,2019
AGRI,SCOPUS_ID:85066447466,2-s2.0-85066447466,"A new species of the millipede genus cryptocorypha attems, 1907, from northern Thailand (Polydesmida, pyrgodesmidae)",ZooKeys,2019-01-01T00:00:00.000Z,10.3897/zookeys.833.32413,6,Thailand,2019
AGRI,SCOPUS_ID:85066804296,2-s2.0-85066804296,"An annotated type catalogue of seven genera of operculate land snails (Caenogastropoda, Cyclophoridae) in the natural history Museum, London",ZooKeys,2019-01-01T00:00:00.000Z,10.3897/zookeys.842.29243,11,Thailand,2019
AGRI,SCOPUS_ID:85066804296,2-s2.0-85066804296,"An annotated type catalogue of seven genera of operculate land snails (Caenogastropoda, Cyclophoridae) in the natural history Museum, London",ZooKeys,2019-01-01T00:00:00.000Z,10.3897/zookeys.842.29243,11,United Kingdom,2019
AGRI,SCOPUS_ID:85066972972,2-s2.0-85066972972,Enhancing the salt tolerance of commercial Eucalyptus hybrid seedlings in preparation for reclamation of inland salinity areas,European Journal of Forest Research,2019-10-01T00:00:00.000Z,10.1007/s10342-019-01204-3,3,Thailand,2019
AGRI,SCOPUS_ID:85067048587,2-s2.0-85067048587,"Annotated checklist of the terrestrial molluscs from laos (mollusca, gastropoda)",ZooKeys,2019-01-01T00:00:00.000Z,10.3897/zookeys.834.28800,51,Laos,2019
AGRI,SCOPUS_ID:85067048587,2-s2.0-85067048587,"Annotated checklist of the terrestrial molluscs from laos (mollusca, gastropoda)",ZooKeys,2019-01-01T00:00:00.000Z,10.3897/zookeys.834.28800,51,Thailand,2019
AGRI,SCOPUS_ID:85067133708,2-s2.0-85067133708,"Patch metrics of roosting site selection by Lyle's flying fox (Pteropus lylei Andersen, 1908) in a human-dominated landscape in Thailand",Folia Oecologica,2019-05-01T00:00:00.000Z,10.2478/foecol-2019-0009,4,Thailand,2019
AGRI,SCOPUS_ID:85067209635,2-s2.0-85067209635,"Assessment of the bioactive components, antioxidant, antiglycation and anti-inflammatory properties of Aquilaria crassna Pierre ex Lecomte leaves",Industrial Crops and Products,2019-10-05T00:00:00.000Z,10.1016/j.indcrop.2019.06.011,14,Thailand,2019
AGRI,SCOPUS_ID:85067229303,2-s2.0-85067229303,"Untangling a mess of worms: Species delimitations reveal morphological crypsis and variability in Southeast Asian semi-aquatic earthworms (Almidae, Glyphidrilus)",Molecular Phylogenetics and Evolution,2019-10-01T00:00:00.000Z,10.1016/j.ympev.2019.106531,13,Belgium,2019
AGRI,SCOPUS_ID:85067229303,2-s2.0-85067229303,"Untangling a mess of worms: Species delimitations reveal morphological crypsis and variability in Southeast Asian semi-aquatic earthworms (Almidae, Glyphidrilus)",Molecular Phylogenetics and Evolution,2019-10-01T00:00:00.000Z,10.1016/j.ympev.2019.106531,13,Thailand,2019
AGRI,SCOPUS_ID:85067232892,2-s2.0-85067232892,Retrospective diagnosis of archived marine fish experienced unexplained mortality reveals dual infections of Nocardia seriolae and Streptococcus iniae,Aquaculture International,2019-10-01T00:00:00.000Z,10.1007/s10499-019-00403-4,6,Thailand,2019
AGRI,SCOPUS_ID:85067232892,2-s2.0-85067232892,Retrospective diagnosis of archived marine fish experienced unexplained mortality reveals dual infections of Nocardia seriolae and Streptococcus iniae,Aquaculture International,2019-10-01T00:00:00.000Z,10.1007/s10499-019-00403-4,6,Viet Nam,2019
AGRI,SCOPUS_ID:85067236911,2-s2.0-85067236911,"Complete utilization of wet spent coffee grounds waste as a novel feedstock for antioxidant, biodiesel, and bio-char production",Industrial Crops and Products,2019-10-05T00:00:00.000Z,10.1016/j.indcrop.2019.111484,35,Thailand,2019
AGRI,SCOPUS_ID:85067407472,2-s2.0-85067407472,The pollination system of the widely distributed mammal-pollinated Mucuna macrocarpa (Fabaceae) in the tropics,Ecology and Evolution,2019-06-01T00:00:00.000Z,10.1002/ece3.5201,9,Japan,2019
AGRI,SCOPUS_ID:85067407472,2-s2.0-85067407472,The pollination system of the widely distributed mammal-pollinated Mucuna macrocarpa (Fabaceae) in the tropics,Ecology and Evolution,2019-06-01T00:00:00.000Z,10.1002/ece3.5201,9,Thailand,2019
AGRI,SCOPUS_ID:85067430952,2-s2.0-85067430952,Impact of botanical source and processing conditions on physicochemical properties and antioxidant activity of honey in the northern part of Thailand,International Journal of Food Science and Technology,2019-12-01T00:00:00.000Z,10.1111/ijfs.14253,10,Thailand,2019
AGRI,SCOPUS_ID:85067473493,2-s2.0-85067473493,Relict distribution of Microhyla (Amphibia: Microhylidae) in the Ryukyu Archipelago: High diversity in East Asia maintained by insularization,Zoologica Scripta,2019-07-01T00:00:00.000Z,10.1111/zsc.12361,13,Japan,2019
AGRI,SCOPUS_ID:85067473493,2-s2.0-85067473493,Relict distribution of Microhyla (Amphibia: Microhylidae) in the Ryukyu Archipelago: High diversity in East Asia maintained by insularization,Zoologica Scripta,2019-07-01T00:00:00.000Z,10.1111/zsc.12361,13,Taiwan,2019
AGRI,SCOPUS_ID:85067473493,2-s2.0-85067473493,Relict distribution of Microhyla (Amphibia: Microhylidae) in the Ryukyu Archipelago: High diversity in East Asia maintained by insularization,Zoologica Scripta,2019-07-01T00:00:00.000Z,10.1111/zsc.12361,13,Thailand,2019
AGRI,SCOPUS_ID:85067516971,2-s2.0-85067516971,"Effect of dietary supplementation with a synbiotic (Lacto Forte) on growth performance, haematological and histological profiles, the innate immune response and resistance to bacterial disease in Oreochromis niloticus",Aquaculture Research,2019-01-01T00:00:00.000Z,10.1111/are.14212,13,Egypt,2019
AGRI,SCOPUS_ID:85067516971,2-s2.0-85067516971,"Effect of dietary supplementation with a synbiotic (Lacto Forte) on growth performance, haematological and histological profiles, the innate immune response and resistance to bacterial disease in Oreochromis niloticus",Aquaculture Research,2019-01-01T00:00:00.000Z,10.1111/are.14212,13,Thailand,2019
AGRI,SCOPUS_ID:85067633077,2-s2.0-85067633077,Influence of different encapsulation types of arbuscular mycorrhizal fungi on physiological adaptation and growth promotion of maize (Zea mays L.) subjected to water deficit,Notulae Botanicae Horti Agrobotanici Cluj-Napoca,2019-01-01T00:00:00.000Z,10.15835/nbha47111249,4,Thailand,2019
AGRI,SCOPUS_ID:85067679501,2-s2.0-85067679501,The role of GAD pathway for regulation of GABA accumulation and C/N balance in Synechocystis sp. PCC6803,Journal of Applied Phycology,2019-12-01T00:00:00.000Z,10.1007/s10811-019-01834-5,8,Pakistan,2019
AGRI,SCOPUS_ID:85067679501,2-s2.0-85067679501,The role of GAD pathway for regulation of GABA accumulation and C/N balance in Synechocystis sp. PCC6803,Journal of Applied Phycology,2019-12-01T00:00:00.000Z,10.1007/s10811-019-01834-5,8,Thailand,2019
AGRI,SCOPUS_ID:85067690550,2-s2.0-85067690550,OsCaM1-1 overexpression in the transgenic rice mitigated salt-induced oxidative damage,Biologia Plantarum,2019-01-01T00:00:00.000Z,10.32615/bp.2019.039,8,Thailand,2019
AGRI,SCOPUS_ID:85067897990,2-s2.0-85067897990,A study of farmer’s decision and incentive scheme to reduce highland maize farming in Thailand,International Journal of Agricultural Sustainability,2019-05-04T00:00:00.000Z,10.1080/14735903.2019.1631681,7,Thailand,2019
AGRI,SCOPUS_ID:85068439264,2-s2.0-85068439264,Enhancement of lipid extraction for efficient methyl ester production from Chlamydomonas sp,Journal of Applied Phycology,2019-08-01T00:00:00.000Z,10.1007/s10811-019-1758-5,10,Thailand,2019
AGRI,SCOPUS_ID:85068451514,2-s2.0-85068451514,The prevalence of bartonella bacteria in cattle lice collected from three provinces of Thailand,Insects,2019-06-01T00:00:00.000Z,10.3390/insects10060152,7,Thailand,2019
AGRI,SCOPUS_ID:85068451514,2-s2.0-85068451514,The prevalence of bartonella bacteria in cattle lice collected from three provinces of Thailand,Insects,2019-06-01T00:00:00.000Z,10.3390/insects10060152,7,United States,2019
AGRI,SCOPUS_ID:85068647398,2-s2.0-85068647398,"Revision of the Oriental subgenus Patrisaspilota Fischer, 1995 (Hymenoptera: Braconidae: Alysiinae: Orthostigma Ratzeburg, 1844) with description of a new species from Papua New Guinea",Zootaxa,2019-01-01T00:00:00.000Z,10.11646/zootaxa.4629.3.4,1,Poland,2019
AGRI,SCOPUS_ID:85068647398,2-s2.0-85068647398,"Revision of the Oriental subgenus Patrisaspilota Fischer, 1995 (Hymenoptera: Braconidae: Alysiinae: Orthostigma Ratzeburg, 1844) with description of a new species from Papua New Guinea",Zootaxa,2019-01-01T00:00:00.000Z,10.11646/zootaxa.4629.3.4,1,Russian Federation,2019
AGRI,SCOPUS_ID:85068647398,2-s2.0-85068647398,"Revision of the Oriental subgenus Patrisaspilota Fischer, 1995 (Hymenoptera: Braconidae: Alysiinae: Orthostigma Ratzeburg, 1844) with description of a new species from Papua New Guinea",Zootaxa,2019-01-01T00:00:00.000Z,10.11646/zootaxa.4629.3.4,1,Sweden,2019
AGRI,SCOPUS_ID:85068647398,2-s2.0-85068647398,"Revision of the Oriental subgenus Patrisaspilota Fischer, 1995 (Hymenoptera: Braconidae: Alysiinae: Orthostigma Ratzeburg, 1844) with description of a new species from Papua New Guinea",Zootaxa,2019-01-01T00:00:00.000Z,10.11646/zootaxa.4629.3.4,1,Thailand,2019
AGRI,SCOPUS_ID:85068835476,2-s2.0-85068835476,Evaluation of synbiotics as gut health improvement agents against Shiga toxin-producing Escherichia coli isolated from the pig,Journal of Animal Science and Technology,2019-01-01T00:00:00.000Z,10.5187/jast.2019.61.2.55,3,South Korea,2019
AGRI,SCOPUS_ID:85068835476,2-s2.0-85068835476,Evaluation of synbiotics as gut health improvement agents against Shiga toxin-producing Escherichia coli isolated from the pig,Journal of Animal Science and Technology,2019-01-01T00:00:00.000Z,10.5187/jast.2019.61.2.55,3,Thailand,2019
AGRI,SCOPUS_ID:85068835476,2-s2.0-85068835476,Evaluation of synbiotics as gut health improvement agents against Shiga toxin-producing Escherichia coli isolated from the pig,Journal of Animal Science and Technology,2019-01-01T00:00:00.000Z,10.5187/jast.2019.61.2.55,3,United States,2019
AGRI,SCOPUS_ID:85068956789,2-s2.0-85068956789,"Association between the incidence of stillbirths and expulsion interval, piglet birth weight, litter size and carbetocin administration in hyper-prolific sows",Livestock Science,2019-09-01T00:00:00.000Z,10.1016/j.livsci.2019.07.013,24,Thailand,2019
AGRI,SCOPUS_ID:85069685478,2-s2.0-85069685478,Next-generation sequencing reveals predominant bacterial communities during fermentation of Thai fish sauce in large manufacturing plants,LWT,2019-11-01T00:00:00.000Z,10.1016/j.lwt.2019.108375,33,Japan,2019
